trade_id,year,region1,region2,industry1,industry2,amount,total_employment_value,employment_count
48845,2019,BR,WL,BASIC,MOTO1,83.97,0,0
49440,2019,BR,WL,CROPS,PFERT,83.94,0,0
49641,2019,BR,WL,ELECT,93197,83.67,0,0
6902,2019,BR,CN,PULP5,TEXTI,83.27,0,0
28300,2019,BR,MX,WOODW,FURNI,83.11,0,0
6540,2019,BR,CN,OILSE,LEATH,82.92,0,0
52414,2019,BR,WL,PAPER,WHOLE,82.79,0,0
54178,2019,BR,WM,ALUM1,ALUM1,82.54,0,0
15059,2019,BR,FR,HOTEL,BUSIN,82.32,0,0
3587,2019,BR,CA,ALUM1,FABRI,82.02,0,0
56817,2019,BR,WM,PREC1,FOUND,81.79,0,0
16664,2019,BR,GB,BASIC,MOTO1,81.04,0,0
43452,2019,BR,WA,MOTOR,MEATC,80.26,0,0
49538,2019,BR,WL,CRUDE,NAPHT,79.16,0,0
11711,2019,BR,ES,CEREA,FOOD5,78.75,0,0
6572,2019,BR,CN,OILSE,RETA1,77.77,0,0
53221,2019,BR,WL,RUBBE,LANDT,77.38,0,0
38332,2019,BR,US,COPP1,ELECT,77.22,0,0
55873,2019,BR,WM,MEATC,CHEM1,77.16,0,0
51524,2019,BR,WL,MOTO1,93197,77.14,0,0
30155,2019,BR,NO,ALUM1,MACHI,76.58,0,0
39522,2019,BR,US,MEDIC,HEALT,76.57,0,0
51643,2019,BR,WL,MOTO1,PUBLI,76.52,0,0
42898,2019,BR,WA,LEATH,EDUCA,76.08,0,0
56481,2019,BR,WM,OILSE,PFERT,75.96,0,0
54859,2019,BR,WM,CROPS,CHEM1,75.25,0,0
42959,2019,BR,WA,LEATH,RETA1,74.02,0,0
44072,2019,BR,WA,PLANT,RUBBE,73.85,0,0
36754,2019,BR,TR,CATTL,MEATC,73.13,0,0
53206,2019,BR,WL,RUBBE,FOOD5,73.02,0,0
53541,2019,BR,WL,TEXTI,93197,73.01,0,0
24923,2019,BR,KR,BEVER,WHOLE,72.5,0,0
49700,2019,BR,WL,ELECT,LANDT,72.38,0,0
38532,2019,BR,US,CRUDE,STEAM,72.11,0,0
5305,2019,BR,CN,BASIC,FABRI,71.74,0,0
48895,2019,BR,WL,BASIC,WHOLE,71.23,0,0
54074,2019,BR,WL,WOODW,CONST,70.58,0,0
39548,2019,BR,US,MEDIC,PUBLI,70.16,0,0
39671,2019,BR,US,MOTOR,PUBLI,69.8,0,0
54656,2019,BR,WM,CEREA,INSUR,69.79,0,0
41128,2019,BR,US,WOODW,CONST,69.67,0,0
52616,2019,BR,WL,PLAST,PREC1,69.6,0,0
57339,2019,BR,WM,SUGA1,CHEM1,69.17,0,0
30158,2019,BR,NO,ALUM1,MEDIC,68.94,0,0
51321,2019,BR,WL,MEATP,FISH5,68.77,0,0
51571,2019,BR,WL,MOTO1,FISH5,67.6,0,0
38524,2019,BR,US,CRUDE,RESEA,67.6,0,0
19050,2019,BR,ID,CROPS,FOOD5,67.55,0,0
55743,2019,BR,WM,MEAT1,INSUR,67.54,0,0
52600,2019,BR,WL,PLAST,NATUR,67.53,0,0
48333,2019,BR,WF,TRANS,AIRTR,67.16,0,0
41617,2019,BR,WA,CEREA,MEATA,66.3,0,0
54615,2019,BR,WM,CEREA,CEREA,66.03,0,0
3753,2019,BR,CA,COPP1,COPP1,65.96,0,0
53841,2019,BR,WL,TRANS,CONST,65.74,0,0
41632,2019,BR,WA,CEREA,PAPE1,65.52,0,0
54708,2019,BR,WM,CEREA,RAWMI,65.45,0,0
39347,2019,BR,US,LEAD1,ELECT,65.37,0,0
50344,2019,BR,WL,GLASS,COPP1,64.96,0,0
51868,2019,BR,WL,NAPHT,LEATH,64.64,0,0
2068,2019,BR,BE,CROPS,RAWMI,64.26,0,0
22861,2019,BR,JP,ALUM1,ALUM1,64.14,0,0
51417,2019,BR,WL,MEDIC,FISH5,62.8,0,0
42891,2019,BR,WA,LEATH,CONST,62.04,0,0
41576,2019,BR,WA,CEREA,CHARC,61.89,0,0
21287,2019,BR,IT,CROPS,TOBAC,61.77,0,0
5565,2019,BR,CN,CRUDE,LUBRI,61.75,0,0
6757,2019,BR,CN,PLANT,TEXTI,61.75,0,0
12328,2019,BR,ES,HOTEL,SUPPO,61.7,0,0
5571,2019,BR,CN,CRUDE,NATUR,61.49,0,0
52007,2019,BR,WL,NONME,COPP1,61.26,0,0
49806,2019,BR,WL,FABRI,FABRI,60.84,0,0
44070,2019,BR,WA,PLANT,RETA1,60.84,0,0
19461,2019,BR,ID,WHEAT,FOOD5,60.8,0,0
54698,2019,BR,WM,CEREA,POSTT,60.29,0,0
54606,2019,BR,WM,CEREA,AUXIL,60.29,0,0
46621,2019,BR,WF,BASIC,CONST,60.12,0,0
52236,2019,BR,WL,PADDY,CHEM1,59.86,0,0
50920,2019,BR,WL,LEAD1,CHEM1,59.82,0,0
52558,2019,BR,WL,PLAST,CEREA,59.77,0,0
21660,2019,BR,IT,HOTEL,BUSIN,59.51,0,0
2827,2019,BR,BE,PLAST,PLAST,59.47,0,0
43772,2019,BR,WA,OILSE,CRUDE,59.24,0,0
54766,2019,BR,WM,COPP1,CONST,59.0,0,0
56497,2019,BR,WM,OILSE,RESEA,58.98,0,0
50429,2019,BR,WL,HEAVY,CRUDE,58.88,0,0
56422,2019,BR,WM,OILSE,EDUCA,58.15,0,0
56412,2019,BR,WM,OILSE,CHEM1,58.09,0,0
5582,2019,BR,CN,CRUDE,WHITE,57.95,0,0
49722,2019,BR,WL,ELECT,OFFIC,57.75,0,0
49668,2019,BR,WL,ELECT,COPP1,57.71,0,0
53271,2019,BR,WL,RUBBE,RETA1,57.68,0,0
23481,2019,BR,JP,FOOD5,FOOD5,57.45,0,0
53472,2019,BR,WL,SUPPO,COPP1,57.41,0,0
28864,2019,BR,NL,CRUDE,RUBBE,57.34,0,0
6530,2019,BR,CN,OILSE,FURNI,57.17,0,0
49675,2019,BR,WL,ELECT,EDUCA,57.15,0,0
41855,2019,BR,WA,CROPS,PFERT,57.1,0,0
54636,2019,BR,WM,CEREA,FINAN,57.05,0,0
27923,2019,BR,MX,PLAST,RUBBE,56.8,0,0
32076,2019,BR,PT,CRUDE,GASDI,56.66,0,0
49972,2019,BR,WL,FOOD5,BEVER,56.65,0,0
6582,2019,BR,CN,OILSE,WEARI,56.6,0,0
38246,2019,BR,US,CEREA,FOOD5,56.59,0,0
51235,2019,BR,WL,MEATC,FISH5,56.52,0,0
23980,2019,BR,JP,PLAST,RUBBE,56.35,0,0
56657,2019,BR,WM,PETRO,NONME,56.2,0,0
53274,2019,BR,WL,RUBBE,SALEM,56.17,0,0
24081,2019,BR,JP,PRIVA,NATU1,55.99,0,0
54612,2019,BR,WM,CEREA,CATTL,55.64,0,0
36664,2019,BR,TR,BASIC,CONST,55.61,0,0
54709,2019,BR,WM,CEREA,REALE,55.6,0,0
51082,2019,BR,WL,MEAT1,CHEM1,55.51,0,0
24812,2019,BR,KR,BASIC,BASIC,55.46,0,0
13274,2019,BR,ES,SUPPO,SUPPO,55.31,0,0
41977,2019,BR,WA,ELECT,CONST,55.31,0,0
5579,2019,BR,CN,CRUDE,REFIN,55.08,0,0
36865,2019,BR,TR,CROPS,TOBAC,55.03,0,0
41900,2019,BR,WA,CRUDE,LIQUE,54.98,0,0
39708,2019,BR,US,NAPHT,RESEA,54.8,0,0
38005,2019,BR,US,BASIC,TRANS,54.57,0,0
6194,2019,BR,CN,MEATP,HOTEL,54.56,0,0
32083,2019,BR,PT,CRUDE,KEROS,54.35,0,0
24794,2019,BR,JP,WOODW,WOODW,54.28,0,0
8615,2019,BR,DE,ELECT,CONST,54.05,0,0
55697,2019,BR,WM,MEAT1,AUXIL,53.92,0,0
57374,2019,BR,WM,SUGA1,HEALT,53.02,0,0
5416,2019,BR,CN,COPP1,CONST,52.8,0,0
42492,2019,BR,WA,HEAVY,CERAM,52.69,0,0
52590,2019,BR,WL,PLAST,LEAD1,52.65,0,0
54869,2019,BR,WM,CROPS,EDUCA,52.61,0,0
42523,2019,BR,WA,HEAVY,GLASS,52.56,0,0
54602,2019,BR,WM,CEREA,AIRTR,52.55,0,0
26171,2019,BR,LU,FOOD5,BUSIN,52.37,0,0
34297,2019,BR,RU,CROPS,MEDIC,52.36,0,0
